"MSOA","Tenure","PPerBed","Composition","Count"
"E02000888",6,3,5,35
"E02000888",6,4,1,0
"E02000888",6,4,2,144
"E02000888",6,4,3,112
"E02000888",6,4,4,10
"E02000888",6,4,5,34
"E02000889",2,1,1,124
"E02000889",2,1,2,2
"E02000889",2,1,3,2
"E02000889",2,1,4,3
"E02000889",2,1,5,5
"E02000889",2,2,1,61
"E02000889",2,2,2,57
"E02000889",2,2,3,18
"E02000889",2,2,4,12
"E02000889",2,2,5,24
"E02000889",2,3,1,0
"E02000889",2,3,2,19
"E02000889",2,3,3,2
"E02000889",2,3,4,4
"E02000889",2,3,5,0
"E02000889",2,4,1,0
"E02000889",2,4,2,20
"E02000889",2,4,3,3
"E02000889",2,4,4,4
"E02000889",2,4,5,4
"E02000889",3,1,1,152
"E02000889",3,1,2,4
"E02000889",3,1,3,4
"E02000889",3,1,4,2
"E02000889",3,1,5,0
"E02000889",3,2,1,99
"E02000889",3,2,2,109
"E02000889",3,2,3,60
"E02000889",3,2,4,21
"E02000889",3,2,5,53
"E02000889",3,3,1,0
"E02000889",3,3,2,37
"E02000889",3,3,3,13
"E02000889",3,3,4,4
"E02000889",3,3,5,8
"E02000889",3,4,1,0
"E02000889",3,4,2,58
"E02000889",3,4,3,22
"E02000889",3,4,4,3
"E02000889",3,4,5,3
"E02000889",5,1,1,98
"E02000889",5,1,2,0
"E02000889",5,1,3,0
"E02000889",5,1,4,1
"E02000889",5,1,5,0
"E02000889",5,2,1,240
"E02000889",5,2,2,30
"E02000889",5,2,3,6
"E02000889",5,2,4,86
"E02000889",5,2,5,12
"E02000889",5,3,1,0
"E02000889",5,3,2,59
"E02000889",5,3,3,11
"E02000889",5,3,4,34
"E02000889",5,3,5,1
"E02000889",5,4,1,0
"E02000889",5,4,2,196
"E02000889",5,4,3,36
"E02000889",5,4,4,34
"E02000889",5,4,5,9
"E02000889",6,1,1,116
"E02000889",6,1,2,1
"E02000889",6,1,3,0
"E02000889",6,1,4,0
"E02000889",6,1,5,9
"E02000889",6,2,1,222
"E02000889",6,2,2,55
"E02000889",6,2,3,50
"E02000889",6,2,4,6
"E02000889",6,2,5,241
"E02000889",6,3,1,0
"E02000889",6,3,2,35
"E02000889",6,3,3,22
"E02000889",6,3,4,4
"E02000889",6,3,5,48
"E02000889",6,4,1,0
"E02000889",6,4,2,88
"E02000889",6,4,3,67
"E02000889",6,4,4,4
"E02000889",6,4,5,42
"E02000890",2,1,1,223
"E02000890",2,1,2,4
"E02000890",2,1,3,2
"E02000890",2,1,4,2
"E02000890",2,1,5,0
"E02000890",2,2,1,142
"E02000890",2,2,2,110
"E02000890",2,2,3,24
"E02000890",2,2,4,11
"E02000890",2,2,5,15
"E02000890",2,3,1,0
"E02000890",2,3,2,22
"E02000890",2,3,3,7
"E02000890",2,3,4,1
"E02000890",2,3,5,2
"E02000890",2,4,1,0
"E02000890",2,4,2,34
"E02000890",2,4,3,11
"E02000890",2,4,4,1
"E02000890",2,4,5,4
"E02000890",3,1,1,219
"E02000890",3,1,2,6
"E02000890",3,1,3,0
"E02000890",3,1,4,2
"E02000890",3,1,5,0
"E02000890",3,2,1,146
"E02000890",3,2,2,145
"E02000890",3,2,3,88
"E02000890",3,2,4,20
"E02000890",3,2,5,34
"E02000890",3,3,1,0
"E02000890",3,3,2,60
"E02000890",3,3,3,10
"E02000890",3,3,4,4
"E02000890",3,3,5,3
"E02000890",3,4,1,0
"E02000890",3,4,2,68
"E02000890",3,4,3,38
"E02000890",3,4,4,8
"E02000890",3,4,5,4
"E02000890",5,1,1,62
"E02000890",5,1,2,1
"E02000890",5,1,3,0
"E02000890",5,1,4,1
"E02000890",5,1,5,0
"E02000890",5,2,1,108
"E02000890",5,2,2,26
"E02000890",5,2,3,5
"E02000890",5,2,4,29
"E02000890",5,2,5,10
"E02000890",5,3,1,0
"E02000890",5,3,2,27
"E02000890",5,3,3,3
"E02000890",5,3,4,13
"E02000890",5,3,5,0
"E02000890",5,4,1,0
"E02000890",5,4,2,45
"E02000890",5,4,3,9
"E02000890",5,4,4,17
"E02000890",5,4,5,3
"E02000890",6,1,1,204
"E02000890",6,1,2,1
"E02000890",6,1,3,0
"E02000890",6,1,4,1
"E02000890",6,1,5,1
"E02000890",6,2,1,315
"E02000890",6,2,2,82
"E02000890",6,2,3,100
"E02000890",6,2,4,7
"E02000890",6,2,5,155
"E02000890",6,3,1,0
"E02000890",6,3,2,52
"E02000890",6,3,3,24
"E02000890",6,3,4,8
"E02000890",6,3,5,30
"E02000890",6,4,1,0
"E02000890",6,4,2,73
"E02000890",6,4,3,160
"E02000890",6,4,4,3
"E02000890",6,4,5,48
"E02000891",2,1,1,179
"E02000891",2,1,2,2
"E02000891",2,1,3,0
"E02000891",2,1,4,5
"E02000891",2,1,5,3
"E02000891",2,2,1,63
"E02000891",2,2,2,68
"E02000891",2,2,3,19
"E02000891",2,2,4,17
"E02000891",2,2,5,27
"E02000891",2,3,1,0
"E02000891",2,3,2,21
"E02000891",2,3,3,7
"E02000891",2,3,4,4
"E02000891",2,3,5,4
"E02000891",2,4,1,0
"E02000891",2,4,2,14
"E02000891",2,4,3,9
"E02000891",2,4,4,6
"E02000891",2,4,5,4
"E02000891",3,1,1,251
"E02000891",3,1,2,6
"E02000891",3,1,3,2
"E02000891",3,1,4,1
"E02000891",3,1,5,4
"E02000891",3,2,1,139
"E02000891",3,2,2,189
"E02000891",3,2,3,110
"E02000891",3,2,4,29
"E02000891",3,2,5,65
"E02000891",3,3,1,0
"E02000891",3,3,2,99
"E02000891",3,3,3,16
"E02000891",3,3,4,6
"E02000891",3,3,5,12
"E02000891",3,4,1,0
"E02000891",3,4,2,104
"E02000891",3,4,3,53
"E02000891",3,4,4,3
"E02000891",3,4,5,13
"E02000891",5,1,1,136
"E02000891",5,1,2,2
"E02000891",5,1,3,1
"E02000891",5,1,4,7
"E02000891",5,1,5,1
"E02000891",5,2,1,263
"E02000891",5,2,2,55
"E02000891",5,2,3,22
"E02000891",5,2,4,199
"E02000891",5,2,5,15
"E02000891",5,3,1,0
"E02000891",5,3,2,101
"E02000891",5,3,3,19
"E02000891",5,3,4,117
"E02000891",5,3,5,2
"E02000891",5,4,1,0
"E02000891",5,4,2,280
"E02000891",5,4,3,66
"E02000891",5,4,4,99
"E02000891",5,4,5,12
"E02000891",6,1,1,376
"E02000891",6,1,2,3
"E02000891",6,1,3,4
"E02000891",6,1,4,1
"E02000891",6,1,5,8
"E02000891",6,2,1,623
"E02000891",6,2,2,187
"E02000891",6,2,3,170
"E02000891",6,2,4,42
"E02000891",6,2,5,450
"E02000891",6,3,1,0
"E02000891",6,3,2,114
"E02000891",6,3,3,44
"E02000891",6,3,4,24
"E02000891",6,3,5,93
"E02000891",6,4,1,0
"E02000891",6,4,2,275
"E02000891",6,4,3,224
"E02000891",6,4,4,28
"E02000891",6,4,5,125
"E02000893",2,1,1,114
"E02000893",2,1,2,3
"E02000893",2,1,3,1
"E02000893",2,1,4,3
"E02000893",2,1,5,1
"E02000893",2,2,1,22
"E02000893",2,2,2,64
"E02000893",2,2,3,15
"E02000893",2,2,4,15
"E02000893",2,2,5,13
"E02000893",2,3,1,0
"E02000893",2,3,2,26
"E02000893",2,3,3,2
"E02000893",2,3,4,2
"E02000893",2,3,5,0
"E02000893",2,4,1,0
"E02000893",2,4,2,17
"E02000893",2,4,3,5
"E02000893",2,4,4,1
"E02000893",2,4,5,3
"E02000893",3,1,1,161
"E02000893",3,1,2,7
"E02000893",3,1,3,3
"E02000893",3,1,4,3
"E02000893",3,1,5,1
"E02000893",3,2,1,47
"E02000893",3,2,2,128
"E02000893",3,2,3,46
"E02000893",3,2,4,23
"E02000893",3,2,5,23
"E02000893",3,3,1,0
"E02000893",3,3,2,73
"E02000893",3,3,3,13
"E02000893",3,3,4,7
"E02000893",3,3,5,2
"E02000893",3,4,1,0
"E02000893",3,4,2,61
"E02000893",3,4,3,15
"E02000893",3,4,4,2
"E02000893",3,4,5,3
"E02000893",5,1,1,139
"E02000893",5,1,2,3
"E02000893",5,1,3,1
"E02000893",5,1,4,8
"E02000893",5,1,5,2
"E02000893",5,2,1,304
"E02000893",5,2,2,65
"E02000893",5,2,3,16
"E02000893",5,2,4,131
"E02000893",5,2,5,16
"E02000893",5,3,1,0
"E02000893",5,3,2,62
"E02000893",5,3,3,16
"E02000893",5,3,4,67
"E02000893",5,3,5,3
"E02000893",5,4,1,0
"E02000893",5,4,2,155
"E02000893",5,4,3,31
"E02000893",5,4,4,55
"E02000893",5,4,5,7
"E02000893",6,1,1,111
"E02000893",6,1,2,6
"E02000893",6,1,3,0
"E02000893",6,1,4,0
"E02000893",6,1,5,7
"E02000893",6,2,1,107
"E02000893",6,2,2,66
"E02000893",6,2,3,62
"E02000893",6,2,4,33
"E02000893",6,2,5,186
"E02000893",6,3,1,0
"E02000893",6,3,2,64
"E02000893",6,3,3,19
"E02000893",6,3,4,24
"E02000893",6,3,5,24
"E02000893",6,4,1,0
"E02000893",6,4,2,105
"E02000893",6,4,3,49
"E02000893",6,4,4,17
"E02000893",6,4,5,26
"E02000894",2,1,1,168
"E02000894",2,1,2,2
"E02000894",2,1,3,0
"E02000894",2,1,4,0
"E02000894",2,1,5,1
"E02000894",2,2,1,61
"E02000894",2,2,2,83
"E02000894",2,2,3,24
"E02000894",2,2,4,22
"E02000894",2,2,5,22
"E02000894",2,3,1,0
"E02000894",2,3,2,22
"E02000894",2,3,3,7
"E02000894",2,3,4,1
"E02000894",2,3,5,2
"E02000894",2,4,1,0
"E02000894",2,4,2,23
"E02000894",2,4,3,7
"E02000894",2,4,4,0
"E02000894",2,4,5,1
"E02000894",3,1,1,277
"E02000894",3,1,2,10
"E02000894",3,1,3,4
"E02000894",3,1,4,5
"E02000894",3,1,5,3
"E02000894",3,2,1,129
"E02000894",3,2,2,235
"E02000894",3,2,3,86
"E02000894",3,2,4,21
"E02000894",3,2,5,50
"E02000894",3,3,1,0
"E02000894",3,3,2,100
"E02000894",3,3,3,15
"E02000894",3,3,4,9
"E02000894",3,3,5,3
"E02000894",3,4,1,0
"E02000894",3,4,2,101
"E02000894",3,4,3,37
"E02000894",3,4,4,5
"E02000894",3,4,5,8
"E02000894",5,1,1,96
"E02000894",5,1,2,9
"E02000894",5,1,3,0
"E02000894",5,1,4,5
"E02000894",5,1,5,0
"E02000894",5,2,1,123
"E02000894",5,2,2,44
"E02000894",5,2,3,8
"E02000894",5,2,4,111
"E02000894",5,2,5,17
"E02000894",5,3,1,0
"E02000894",5,3,2,76
"E02000894",5,3,3,20
"E02000894",5,3,4,53
"E02000894",5,3,5,2
"E02000894",5,4,1,0
"E02000894",5,4,2,115
"E02000894",5,4,3,19
"E02000894",5,4,4,53
"E02000894",5,4,5,6
"E02000894",6,1,1,288
"E02000894",6,1,2,1
"E02000894",6,1,3,5
"E02000894",6,1,4,2
"E02000894",6,1,5,12
"E02000894",6,2,1,404
"E02000894",6,2,2,190
"E02000894",6,2,3,156
"E02000894",6,2,4,58
"E02000894",6,2,5,330
"E02000894",6,3,1,0
"E02000894",6,3,2,107
"E02000894",6,3,3,56
"E02000894",6,3,4,23
"E02000894",6,3,5,63
"E02000894",6,4,1,0
"E02000894",6,4,2,255
"E02000894",6,4,3,174
"E02000894",6,4,4,20
"E02000894",6,4,5,65
"E02006853",2,1,1,60
"E02006853",2,1,2,1
"E02006853",2,1,3,0
"E02006853",2,1,4,0
"E02006853",2,1,5,2
"E02006853",2,2,1,54
"E02006853",2,2,2,28
"E02006853",2,2,3,10
"E02006853",2,2,4,6
"E02006853",2,2,5,15
"E02006853",2,3,1,0
"E02006853",2,3,2,12
"E02006853",2,3,3,3
"E02006853",2,3,4,5
"E02006853",2,3,5,0
"E02006853",2,4,1,0
"E02006853",2,4,2,20
"E02006853",2,4,3,5
"E02006853",2,4,4,5
"E02006853",2,4,5,5
"E02006853",3,1,1,123
"E02006853",3,1,2,3
"E02006853",3,1,3,0
"E02006853",3,1,4,0
"E02006853",3,1,5,2
"E02006853",3,2,1,121
"E02006853",3,2,2,94
"E02006853",3,2,3,57
"E02006853",3,2,4,14
"E02006853",3,2,5,32
"E02006853",3,3,1,0
"E02006853",3,3,2,39
"E02006853",3,3,3,6
"E02006853",3,3,4,5
"E02006853",3,3,5,1
"E02006853",3,4,1,0
"E02006853",3,4,2,52
"E02006853",3,4,3,18
"E02006853",3,4,4,6
"E02006853",3,4,5,5
"E02006853",5,1,1,119
"E02006853",5,1,2,3
"E02006853",5,1,3,0
"E02006853",5,1,4,4
"E02006853",5,1,5,1
"E02006853",5,2,1,251
"E02006853",5,2,2,46
"E02006853",5,2,3,13
"E02006853",5,2,4,145
"E02006853",5,2,5,15
"E02006853",5,3,1,0
"E02006853",5,3,2,60
"E02006853",5,3,3,15
"E02006853",5,3,4,62
"E02006853",5,3,5,1
"E02006853",5,4,1,0
"E02006853",5,4,2,184
"E02006853",5,4,3,43
"E02006853",5,4,4,71
"E02006853",5,4,5,17
"E02006853",6,1,1,202
"E02006853",6,1,2,0
"E02006853",6,1,3,1
"E02006853",6,1,4,0
"E02006853",6,1,5,4
"E02006853",6,2,1,433
"E02006853",6,2,2,76
"E02006853",6,2,3,76
"E02006853",6,2,4,19
"E02006853",6,2,5,152
"E02006853",6,3,1,0
"E02006853",6,3,2,57
"E02006853",6,3,3,15
"E02006853",6,3,4,7
"E02006853",6,3,5,14
"E02006853",6,4,1,0
"E02006853",6,4,2,165
"E02006853",6,4,3,134
"E02006853",6,4,4,19
"E02006853",6,4,5,87
"E02006854",2,1,1,101
"E02006854",2,1,2,3
"E02006854",2,1,3,0
"E02006854",2,1,4,0
"E02006854",2,1,5,0
"E02006854",2,2,1,54
"E02006854",2,2,2,60
"E02006854",2,2,3,20
"E02006854",2,2,4,10
"E02006854",2,2,5,27
"E02006854",2,3,1,0
"E02006854",2,3,2,9
"E02006854",2,3,3,0
"E02006854",2,3,4,0
"E02006854",2,3,5,0
"E02006854",2,4,1,0
"E02006854",2,4,2,15
"E02006854",2,4,3,4
"E02006854",2,4,4,0
"E02006854",2,4,5,4
"E02006854",3,1,1,128
"E02006854",3,1,2,1
"E02006854",3,1,3,0
"E02006854",3,1,4,0
"E02006854",3,1,5,1
"E02006854",3,2,1,110
"E02006854",3,2,2,103
"E02006854",3,2,3,39
"E02006854",3,2,4,6
"E02006854",3,2,5,31
"E02006854",3,3,1,0
"E02006854",3,3,2,43
"E02006854",3,3,3,7
"E02006854",3,3,4,1
"E02006854",3,3,5,3
"E02006854",3,4,1,0
"E02006854",3,4,2,46
"E02006854",3,4,3,32
"E02006854",3,4,4,6
"E02006854",3,4,5,9
"E02006854",5,1,1,53
"E02006854",5,1,2,0
"E02006854",5,1,3,0
"E02006854",5,1,4,2
"E02006854",5,1,5,0
"E02006854",5,2,1,66
"E02006854",5,2,2,14
"E02006854",5,2,3,5
"E02006854",5,2,4,55
"E02006854",5,2,5,5
"E02006854",5,3,1,0
"E02006854",5,3,2,40
"E02006854",5,3,3,5
"E02006854",5,3,4,40
"E02006854",5,3,5,1
"E02006854",5,4,1,0
"E02006854",5,4,2,88
"E02006854",5,4,3,14
"E02006854",5,4,4,26
"E02006854",5,4,5,4
"E02006854",6,1,1,290
"E02006854",6,1,2,4
"E02006854",6,1,3,0
"E02006854",6,1,4,0
"E02006854",6,1,5,1
"E02006854",6,2,1,435
"E02006854",6,2,2,170
"E02006854",6,2,3,108
"E02006854",6,2,4,11
"E02006854",6,2,5,183
"E02006854",6,3,1,0
"E02006854",6,3,2,95
"E02006854",6,3,3,12
"E02006854",6,3,4,5
"E02006854",6,3,5,20
"E02006854",6,4,1,0
"E02006854",6,4,2,155
"E02006854",6,4,3,143
"E02006854",6,4,4,7
"E02006854",6,4,5,61
